Time America/Boise UTC-06:00,Temp C,Sp Cond (uS/cm),pH (mV),pH,Turbidity (NTU),Chlorophyll (ug/L),Chlorophyll RFU,ODOSat%,ODO (mg/L),BGA-Phycocyanin RFU,Wiper Pos V,Cable Pwr V,Battery V,FDOM RFU
6/30/2019 19:45,21.94,1700,-95.2,8.61,23.31,3.3,0.8,96.4,8.4,0.2,1,12.29,6.4,2.6
6/30/2019 20:00,21.89,1683,-95.4,8.62,21.61,3.3,0.8,96.9,8.45,0.2,1,12.21,6.4,2.7
6/30/2019 20:15,21.82,1662,-95.4,8.62,20.61,3.4,0.9,97.3,8.5,0.2,1,12.25,6.4,2.9
6/30/2019 20:30,21.74,1638,-95.6,8.62,19.55,3.3,0.9,98.1,8.58,0.2,1,12.13,6.4,3
6/30/2019 20:45,21.71,1636,-95.6,8.62,18.71,3.4,0.9,98.1,8.59,0.2,1,11.85,6.4,3
6/30/2019 21:00,21.74,1654,-95.3,8.62,19.59,3.3,0.9,97.4,8.52,0.2,1,11.62,6.4,2.9
6/30/2019 21:15,21.74,1654,-95.2,8.62,19.64,3.5,0.9,97.6,8.53,0.3,1,11.71,6.4,2.9
6/30/2019 21:30,21.76,1667,-95.1,8.61,20.65,3.5,0.9,97.2,8.49,0.2,1,11.68,6.4,2.9
6/30/2019 21:45,21.9,1717,-94.6,8.6,21.84,3.2,0.8,95.2,8.3,0.2,1,11.65,6.4,2.6
6/30/2019 22:00,21.93,1727,-94.4,8.6,23.31,3.1,0.8,94.6,8.24,0.2,1,11.55,6.4,2.5
6/30/2019 22:15,21.92,1734,-94.4,8.6,22.67,3.1,0.8,94.4,8.23,0.2,1,11.59,6.4,2.5
6/30/2019 22:30,21.93,1736,-94.2,8.6,24.42,3.1,0.8,93.9,8.18,0.2,1,11.62,6.4,2.5
6/30/2019 22:45,21.92,1739,-94.1,8.59,25.19,3.1,0.8,93.6,8.15,0.2,1,11.59,6.4,2.4
6/30/2019 23:00,21.9,1740,-94,8.59,24.25,3.3,0.9,93.3,8.13,0.2,1,11.46,6.4,2.5
6/30/2019 23:15,21.9,1742,-93.9,8.59,25.27,3,0.8,93.1,8.11,0.2,1,11.57,6.4,2.4
6/30/2019 23:30,21.91,1742,-93.8,8.59,24.75,3,0.8,93,8.1,0.2,1,11.57,6.4,2.4
6/30/2019 23:45,21.89,1741,-93.9,8.59,24.49,2.9,0.7,92.9,8.1,0.2,1,11.55,6.4,2.5
7/1/2019 0:00,21.87,1742,-93.8,8.59,23.69,3.1,0.8,92.7,8.08,0.2,1,11.44,6.4,2.5
7/1/2019 0:15,21.87,1744,-93.7,8.59,22.91,2.9,0.8,92.7,8.09,0.2,1,11.56,6.4,2.5
7/1/2019 0:30,21.85,1745,-93.7,8.59,22.57,3,0.8,92.7,8.09,0.2,1,11.57,6.4,2.5
7/1/2019 0:45,21.85,1746,-93.7,8.59,21.86,2.9,0.7,92.6,8.08,0.2,1,11.53,6.4,2.5
7/1/2019 1:00,21.84,1748,-93.7,8.59,21.48,2.9,0.7,92.6,8.08,0.2,1,11.42,6.4,2.5
7/1/2019 1:15,21.84,1748,-93.6,8.59,21.35,2.9,0.8,92.4,8.06,0.2,1,11.47,6.4,2.5
7/1/2019 1:30,21.83,1750,-93.5,8.58,19.87,2.8,0.7,92.3,8.06,0.2,1,11.48,6.4,2.5
7/1/2019 1:45,21.82,1750,-93.4,8.58,20.87,2.8,0.7,92.2,8.05,0.2,1,11.5,6.4,2.5
7/1/2019 2:00,21.8,1750,-93.3,8.58,21.79,2.8,0.7,92.1,8.04,0.2,1,11.37,6.4,2.5
7/1/2019 2:15,21.79,1750,-93.3,8.58,21.76,2.8,0.7,91.9,8.03,0.2,1,11.46,6.4,2.5
7/1/2019 2:30,21.77,1751,-93.2,8.58,21.64,2.9,0.8,91.9,8.03,0.2,1,11.46,6.4,2.5
7/1/2019 2:45,21.74,1750,-93.1,8.58,21.39,2.7,0.7,91.9,8.03,0.2,1,11.43,5.7,2.5
7/1/2019 3:00,21.72,1751,-93.1,8.58,20.22,2.7,0.7,91.8,8.03,0.2,1,11.31,6.4,2.5
7/1/2019 3:15,21.71,1751,-93.1,8.58,19.73,2.7,0.7,91.7,8.02,0.2,1,11.43,6.4,2.6
7/1/2019 3:30,21.69,1750,-93,8.58,19.95,2.7,0.7,91.7,8.02,0.2,1,11.46,6.3,2.5
7/1/2019 3:45,21.67,1750,-93,8.58,20.12,2.7,0.7,91.6,8.02,0.2,1,11.42,6.4,2.5
7/1/2019 4:00,21.65,1750,-93,8.58,19.12,2.7,0.7,91.5,8.01,0.2,1,11.36,4.9,2.6
7/1/2019 4:15,21.63,1750,-93,8.58,19.25,2.7,0.7,91.4,8.01,0.2,1,11.44,6.4,2.6
7/1/2019 4:30,21.62,1750,-92.9,8.57,20.98,2.7,0.7,91.1,7.98,0.2,1,11.45,6.4,2.5
7/1/2019 4:45,21.56,1750,-92.9,8.57,18.82,2.6,0.7,91.3,8.01,0.2,1,11.41,6.4,2.6
7/1/2019 5:00,21.56,1750,-92.8,8.57,19.57,2.5,0.6,91,7.98,0.2,1,11.28,6.4,2.6
7/1/2019 5:15,21.53,1749,-92.8,8.57,19.64,2.7,0.7,90.9,7.98,0.2,1,11.4,6.3,2.6
7/1/2019 5:30,21.5,1748,-92.8,8.57,19.53,2.8,0.7,90.9,7.98,0.2,1,11.42,5.7,2.6
7/1/2019 5:45,21.49,1747,-92.7,8.57,20.29,2.6,0.7,90.6,7.96,0.2,1,11.43,6.4,2.6
7/1/2019 6:00,21.46,1747,-92.6,8.57,20.54,2.6,0.7,90.6,7.97,0.2,1,11.31,6.4,2.6
7/1/2019 6:15,21.42,1746,-92.6,8.57,20.09,2.8,0.7,90.5,7.96,0.2,1,11.52,6.4,2.6
7/1/2019 6:30,21.42,1746,-92.6,8.57,20.94,2.7,0.7,90.5,7.96,0.2,1,11.53,6.4,2.5
7/1/2019 6:45,21.41,1746,-92.6,8.57,20.64,2.5,0.7,90.3,7.95,0.2,1,11.71,6.4,2.6
7/1/2019 7:00,21.4,1745,-92.6,8.57,20.87,2.6,0.7,90.2,7.94,0.2,1,11.88,6.4,2.6
7/1/2019 7:15,21.38,1744,-92.7,8.57,19.48,2.5,0.6,90.4,7.96,0.2,1,12.12,6.4,2.6
7/1/2019 7:30,21.37,1743,-92.6,8.57,20,2.5,0.6,90.4,7.96,0.2,1,12.19,6.4,2.6
7/1/2019 7:45,21.35,1742,-92.7,8.57,18.42,2.4,0.6,90.7,7.99,0.2,1,12.28,6.4,2.6
7/1/2019 8:00,21.36,1741,-92.7,8.57,19.93,2.5,0.6,90.5,7.98,0.2,1,12.19,6.4,2.6
7/1/2019 8:15,21.36,1741,-92.8,8.57,19.22,2.5,0.6,90.8,8,0.2,1,12.31,6.4,2.6
7/1/2019 8:30,21.36,1740,-92.9,8.58,17.86,2.7,0.7,91.3,8.04,0.2,1,12.32,6.4,2.6
7/1/2019 8:45,21.38,1739,-92.9,8.58,17.66,2.6,0.7,91.4,8.04,0.2,1,12.34,6.4,2.6
7/1/2019 9:00,21.41,1738,-92.9,8.58,17.48,2.7,0.7,91.4,8.04,0.2,1,12.21,6.4,2.6
7/1/2019 9:15,21.44,1737,-93.1,8.58,17.22,2.7,0.7,92.3,8.12,0.2,1,12.34,6.4,2.6
7/1/2019 9:30,21.46,1736,-93.3,8.58,16.47,2.9,0.8,92.8,8.16,0.2,1,12.36,6.4,2.7
7/1/2019 9:45,21.5,1736,-93.5,8.59,16.39,2.9,0.7,93.9,8.25,0.2,1,12.34,6.4,2.7
7/1/2019 10:00,21.53,1736,-93.5,8.58,16.29,2.6,0.7,93.7,8.22,0.2,1,12.27,6.4,2.6
7/1/2019 10:15,21.56,1735,-93.6,8.59,16.63,2.6,0.7,94.3,8.27,0.2,1,12.34,6.4,2.7
7/1/2019 10:30,21.58,1734,-93.7,8.59,15.68,2.3,0.6,94.3,8.27,0.2,1,12.39,6.4,2.7
7/1/2019 10:45,21.64,1735,-94.1,8.6,15.18,2.4,0.6,95.9,8.4,0.2,1,12.33,6.4,2.6
7/1/2019 11:00,21.68,1736,-93.9,8.59,14.71,2.3,0.6,95.7,8.38,0.2,1,12.25,6.4,2.7
7/1/2019 11:15,21.69,1738,-94,8.59,14.77,2.3,0.6,95.5,8.36,0.2,1,12.32,6.4,2.6
7/1/2019 11:30,21.77,1742,-94.3,8.6,13.83,2.1,0.5,98.3,8.59,0.2,1,12.3,6.4,2.7
7/1/2019 11:45,21.78,1744,-94.1,8.6,14.3,2.4,0.6,96.5,8.43,0.2,1,12.28,6.4,2.6
7/1/2019 12:00,21.92,1746,-94.3,8.6,14.39,2.2,0.6,96.8,8.44,0.2,1,12.13,6.4,2.6
7/1/2019 12:15,22.17,1745,-94.2,8.6,14.72,2.2,0.6,97,8.41,0.2,1,12.24,6.4,2.5
7/1/2019 12:30,22,1748,-94.6,8.6,12.98,2,0.5,97.6,8.49,0.2,1,12.34,6.4,2.6
7/1/2019 12:45,22.06,1750,-94.1,8.59,12.18,2.1,0.5,96.7,8.4,0.2,1,12.33,6.4,2.6
7/1/2019 13:00,22.08,1751,-94.3,8.6,12.52,2,0.5,96.8,8.41,0.2,1,12.19,6.4,2.6
7/1/2019 13:15,22.13,1752,-94.3,8.6,12.14,2,0.5,96.8,8.4,0.2,1,12.23,6.4,2.6
7/1/2019 13:30,22.15,1752,-94.4,8.6,12.17,1.9,0.5,97.1,8.43,0.1,1,12.25,6.4,2.6
7/1/2019 13:45,22.23,1753,-94.4,8.6,11.54,1.9,0.5,96.3,8.34,0.2,1,12.31,6.4,2.6
7/1/2019 14:00,22.23,1752,-94.1,8.59,10.83,1.9,0.5,95.6,8.28,0.2,1,12.16,6.4,2.6
7/1/2019 14:15,22.25,1751,-94.3,8.6,10.42,1.9,0.5,95.8,8.29,0.1,1,12.3,6.4,2.7
7/1/2019 14:30,22.39,1751,-94.3,8.6,9.94,1.7,0.4,96.7,8.35,0.1,1,12.32,6.4,2.7
7/1/2019 14:45,22.53,1751,-94.5,8.6,9.99,1.9,0.5,96.2,8.29,0.1,1,12.33,6.4,2.6
7/1/2019 15:00,22.52,1749,-94.8,8.6,8.72,1.7,0.4,98,8.44,0.1,1,12.21,6.4,2.7
7/1/2019 15:15,22.54,1749,-94.7,8.6,8.4,1.8,0.5,96.8,8.34,0.1,1,12.36,6.4,2.7
7/1/2019 15:30,22.64,1747,-94.6,8.6,8.11,1.8,0.5,96.7,8.31,0.1,1,12.35,6.4,2.7
7/1/2019 15:45,22.6,1747,-94.5,8.6,7.48,1.8,0.5,96.9,8.33,0.1,1,12.38,6.4,2.8
7/1/2019 16:00,22.72,1745,-94.7,8.6,7.11,1.8,0.5,96.8,8.31,0.1,1,12.22,6.4,2.7
7/1/2019 16:15,22.83,1745,-94.8,8.6,6.78,1.6,0.4,98.1,8.4,0.1,1,12.36,6.4,2.7
7/1/2019 16:30,22.79,1743,-94.8,8.6,6.61,1.7,0.4,97.6,8.37,0.1,1,12.34,6.4,2.8
7/1/2019 16:45,22.88,1741,-95.2,8.61,6.33,1.7,0.4,98.5,8.43,0.2,1,12.35,6.4,2.8
7/1/2019 17:00,22.93,1740,-95.2,8.61,6.29,2.1,0.5,98.3,8.4,0.1,1,12.23,6.4,2.8
7/1/2019 17:15,22.98,1739,-95.4,8.61,5.93,2,0.5,99,8.46,0.1,1,12.37,6.4,2.8
7/1/2019 17:30,23.02,1738,-95.3,8.61,5.87,2,0.5,99.4,8.48,0.1,1,12.22,6.4,2.8
7/1/2019 17:45,22.92,1732,-96,8.62,5.34,2.3,0.6,100.7,8.61,0.1,1,12.31,6.4,2.8
7/1/2019 18:00,22.92,1729,-96,8.62,5.49,2.4,0.6,99.9,8.54,0.1,1,12.19,6.4,2.9
7/1/2019 18:15,23.15,1732,-95.9,8.62,5.37,2,0.5,100.9,8.59,0.1,1,12.27,6.4,2.8
7/1/2019 18:30,23.28,1737,-95.9,8.62,5.58,1.8,0.5,101.3,8.6,0.1,1,12.21,6.4,2.8
7/1/2019 18:45,23.3,1729,-95.5,8.61,5.87,2.7,0.7,100,8.48,0.1,1,12.18,6.4,2.8
7/1/2019 19:00,23.47,1725,-95.8,8.62,5.66,2.5,0.6,101.2,8.56,0.1,1,12.04,6.4,2.8
7/1/2019 19:15,23.06,1720,-96.2,8.62,5.09,2.3,0.6,100.7,8.58,0.1,1,12.21,6.4,3
7/1/2019 19:30,22.61,1722,-96,8.62,4.85,1.8,0.5,99.7,8.57,0.1,1,12.3,6.4,3.1
7/1/2019 19:45,23.05,1717,-96.3,8.63,4.53,2.1,0.5,101.1,8.62,0.1,1,12.38,6.4,3
7/1/2019 20:00,22.92,1718,-96.2,8.63,4.38,2.1,0.5,100.8,8.62,0.2,1,12.13,6.4,3.1
7/1/2019 20:15,23.08,1720,-96.1,8.62,4.66,2,0.5,100.5,8.57,0.1,1,12.26,6.4,3
7/1/2019 20:30,22.96,1721,-95.6,8.62,4.67,2.1,0.5,99.3,8.48,0.1,1,11.86,6.4,3.1
7/1/2019 20:45,22.98,1718,-96.1,8.62,4.56,2.2,0.6,100.2,8.55,0.1,1,11.85,6.4,3.1
7/1/2019 21:00,22.54,1716,-96.1,8.63,3.97,2.1,0.5,99.7,8.59,0.1,1,11.79,6.4,3.2
7/1/2019 21:15,23.95,1717,-96.3,8.62,3.76,2,0.5,101.6,8.52,0.1,1,11.9,6.4,3
7/1/2019 21:30,23.26,1719,-96,8.62,3.93,2.5,0.7,101.1,8.59,0.1,1,11.89,6.4,3.1
7/1/2019 21:45,24.5,1722,-96.5,8.62,2.94,1.7,0.4,102.7,8.52,0.1,1,11.88,6.4,2.9
7/1/2019 22:00,24.19,1718,-96.4,8.62,3.06,1.8,0.5,102,8.52,0.1,1,11.78,6.4,3
7/1/2019 22:15,24.51,1720,-96.4,8.62,2.39,1.6,0.4,102.1,8.47,0.1,1,11.87,6.4,2.9
7/1/2019 22:30,24.4,1719,-96.3,8.62,2.46,1.7,0.4,101.7,8.46,0.1,1,11.85,6.4,3
7/1/2019 22:45,24.48,1722,-96.1,8.62,2.46,1.7,0.4,101.8,8.45,0.1,1,11.86,6.4,2.9
7/1/2019 23:00,24.09,1716,-96.2,8.62,2.61,1.8,0.5,101.1,8.46,0.1,1,11.72,6.4,3.1
7/1/2019 23:15,24.18,1720,-96.2,8.62,2.26,1.9,0.5,101.3,8.46,0.1,1,11.84,6.4,3
7/1/2019 23:30,23.63,1713,-96.1,8.62,2.76,2,0.5,100.6,8.49,0.1,1,11.83,6.4,3.2
7/1/2019 23:45,23.79,1719,-96,8.62,2.17,2.1,0.5,100.3,8.44,0.1,1,11.83,6.4,3.1
7/2/2019 0:00,23.82,1717,-96,8.62,2.62,2,0.5,100.3,8.43,0.1,1,11.7,6.4,3.1
7/2/2019 0:15,23.65,1717,-95.8,8.62,2.27,2.1,0.5,99.8,8.42,0.1,1,11.81,6.4,3.1
7/2/2019 0:30,23.71,1718,-95.8,8.61,2.02,1.9,0.5,99.8,8.41,0.1,1,11.76,6.4,3.1
7/2/2019 0:45,23.61,1719,-95.5,8.61,2.28,1.9,0.5,99.5,8.4,0.1,1,11.78,6.4,3.1
7/2/2019 1:00,23.44,1717,-95.6,8.61,2.48,1.9,0.5,99.3,8.4,0.1,1,11.69,6.4,3.1
7/2/2019 1:15,23.24,1715,-95.5,8.61,2.46,2.2,0.6,98.6,8.38,0.1,1,11.76,6.4,3.2
7/2/2019 1:30,23.18,1715,-95.5,8.61,2.66,2.2,0.6,98.4,8.37,0.1,1,11.74,6.4,3.2
7/2/2019 1:45,23.08,1715,-95.3,8.61,2.63,2.3,0.6,97.8,8.34,0.1,1,11.74,6.4,3.2
7/2/2019 2:00,23,1714,-95.3,8.61,3.02,2.4,0.6,97.7,8.34,0.1,1,11.64,6.4,3.2
7/2/2019 2:15,22.95,1714,-95.3,8.61,2.79,2.4,0.6,97.4,8.33,0.1,1,11.72,6.4,3.2
7/2/2019 2:30,22.92,1714,-95.3,8.61,2.77,2.4,0.6,97.3,8.32,0.1,1,11.72,6.4,3.2
7/2/2019 2:45,22.9,1714,-95.4,8.61,3.14,2.1,0.5,97.6,8.35,0.1,1,11.73,6.4,3.2
7/2/2019 3:00,22.85,1714,-95.3,8.61,3.4,2,0.5,97.5,8.35,0.1,1,11.62,6.4,3.2
7/2/2019 3:15,22.8,1714,-95.3,8.61,2.92,2.1,0.5,97.3,8.34,0.1,1,11.71,6.4,3.2
7/2/2019 3:30,22.76,1713,-95.3,8.61,2.98,2.1,0.5,97.1,8.33,0.1,1,11.71,6.4,3.2
7/2/2019 3:45,22.73,1714,-95.1,8.61,3.18,2.5,0.6,96.6,8.29,0.1,1,11.69,6.4,3.2
7/2/2019 4:00,22.7,1714,-95.1,8.61,3.38,2.2,0.6,96.4,8.27,0.1,1,11.61,6.4,3.2
7/2/2019 4:15,22.66,1714,-95.1,8.61,3,2.3,0.6,96,8.25,0.1,1,11.68,6.4,3.2
7/2/2019 4:30,22.64,1714,-95.1,8.61,3.07,2.3,0.6,95.9,8.25,0.1,1,11.68,6.4,3.2
7/2/2019 4:45,22.64,1714,-95.1,8.61,3.29,2,0.5,96.3,8.28,0.1,1,11.66,6.4,3.2
7/2/2019 5:00,22.56,1714,-95.1,8.61,3,2,0.5,96.2,8.28,0.1,1,11.54,6.4,3.2
7/2/2019 5:15,22.55,1714,-95.1,8.61,3.26,2,0.5,96.1,8.27,0.1,1,11.65,6.4,3.2
7/2/2019 5:30,22.5,1715,-95,8.61,3.12,2.1,0.5,95.6,8.24,0.1,1,11.66,6.4,3.2
7/2/2019 5:45,22.48,1715,-94.9,8.6,3.5,2.1,0.5,95.4,8.22,0.1,1,11.65,6.4,3.2
7/2/2019 6:00,22.44,1715,-95,8.61,3.07,2.1,0.5,95.6,8.25,0.1,1,11.55,6.3,3.2
7/2/2019 6:15,22.38,1715,-94.9,8.61,3.29,2,0.5,95.2,8.22,0.1,1,11.64,6.4,3.2
7/2/2019 6:30,22.37,1715,-94.8,8.6,3.42,2.2,0.6,94.9,8.2,0.1,1,11.65,6.4,3.2
7/2/2019 6:45,22.35,1716,-94.8,8.6,3.54,2,0.5,94.7,8.18,0.1,1,11.81,6.4,3.2
7/2/2019 7:00,22.33,1715,-94.9,8.61,3.49,2.1,0.5,95.1,8.23,0.1,1,11.92,6.4,3.2
7/2/2019 7:15,22.31,1716,-94.9,8.61,3.56,2,0.5,95.1,8.22,0.2,1,12.15,6.4,3.1
7/2/2019 7:30,22.3,1716,-94.9,8.61,3.62,2.1,0.5,95.2,8.24,0.2,1,12.27,6.4,3.1
7/2/2019 7:45,22.28,1716,-94.7,8.6,4.21,2.1,0.5,94.7,8.2,0.1,1,12.18,6.4,3.1
7/2/2019 8:00,22.24,1717,-94.6,8.6,4.32,2.2,0.6,94.4,8.17,0.1,1,12.21,6.4,3.1
7/2/2019 8:15,22.21,1717,-94.5,8.6,4.54,2.2,0.6,93.8,8.13,0.2,1,12.12,6.1,3.1
7/2/2019 8:30,22.19,1717,-94.5,8.6,4.95,2.2,0.6,94,8.15,0.1,1,12.19,6.1,3
7/2/2019 8:45,22.2,1717,-94.4,8.6,5.45,2.2,0.6,93.3,8.09,0.2,1,12.12,6.1,3
7/2/2019 9:00,22.19,1717,-94.2,8.6,5.7,2.2,0.6,92.6,8.03,0.2,1,11.89,6.4,3
7/2/2019 9:15,22.18,1717,-94.3,8.6,5.75,2.2,0.6,93.1,8.08,0.2,1,12.22,6.4,3
7/2/2019 9:30,22.19,1715,-94.7,8.6,5.49,2.4,0.6,94.6,8.2,0.2,1,12.38,6.4,3
7/2/2019 9:45,22.26,1716,-94.9,8.61,5.28,2.2,0.6,95.8,8.3,0.1,1,12.36,6.4,2.9
7/2/2019 10:00,22.29,1715,-95,8.61,5.08,2.1,0.5,95.7,8.28,0.2,1,12.27,6.4,2.9
7/2/2019 10:15,22.35,1715,-94.7,8.6,5.56,2.4,0.6,94.5,8.17,0.2,1,12.35,6.4,2.9
7/2/2019 10:30,22.4,1714,-95.4,8.61,5,2.3,0.6,97.9,8.45,0.1,1,12.35,6.4,2.9
7/2/2019 10:45,22.45,1714,-95.5,8.62,4.94,2.1,0.5,96.8,8.35,0.2,1,12.36,6.4,2.9
7/2/2019 11:00,22.5,1713,-95.6,8.62,4.7,2.1,0.5,97.6,8.41,0.1,1,12.25,6.4,2.9
7/2/2019 11:15,22.56,1713,-95.5,8.62,4.64,2.1,0.5,97.1,8.36,0.1,1,12.34,6.4,2.9
7/2/2019 11:30,22.58,1712,-95.9,8.62,4.52,2.2,0.6,97.7,8.41,0.2,1,12.33,6.4,2.9
7/2/2019 11:45,22.67,1712,-95.8,8.62,4.38,1.9,0.5,98.1,8.42,0.1,1,12.34,6.4,2.8
7/2/2019 12:00,23.06,1710,-96.2,8.63,4.48,2.1,0.6,99.6,8.49,0.1,1,12.23,6.4,2.7
7/2/2019 12:15,22.81,1712,-95.8,8.62,4.15,2.1,0.5,98,8.39,0.1,1,12.39,6.4,2.9
7/2/2019 12:30,22.85,1713,-95.7,8.62,4.15,2.1,0.5,98.1,8.4,0.1,1,12.41,6.4,2.8
7/2/2019 12:45,23.13,1714,-96,8.62,4.16,2.1,0.5,99.5,8.47,0.1,1,12.36,6.4,2.8
7/2/2019 13:00,23.18,1712,-96.5,8.63,3.6,2.1,0.5,100.5,8.55,0.1,1,12.23,6.4,2.8
7/2/2019 13:15,23.3,1711,-96.4,8.63,3.51,2.1,0.5,101.3,8.6,0.1,1,12.35,6.4,2.8
7/2/2019 13:30,23.21,1714,-96.6,8.63,3.18,1.9,0.5,101.7,8.65,0.1,1,12.36,6.4,2.8
7/2/2019 13:45,23.31,1717,-96.5,8.63,3.2,1.8,0.4,102,8.66,0.1,1,12.34,6.4,2.8
7/2/2019 14:00,23.13,1720,-96.6,8.63,2.6,1.9,0.5,101.9,8.68,0.1,1,12.2,6.4,2.9
7/2/2019 14:15,23.26,1720,-96.7,8.63,2.59,1.8,0.4,102.3,8.69,0.1,1,12.25,6.4,2.8
7/2/2019 14:30,23.27,1721,-96.4,8.63,2.53,1.7,0.4,101.4,8.61,0.1,1,12.33,6.4,2.8
7/2/2019 14:45,23.3,1722,-96.4,8.63,2.44,1.8,0.5,101.6,8.62,0.1,1,12.31,6.4,2.9
7/2/2019 15:00,23.45,1721,-96.5,8.63,2.26,1.7,0.4,102.2,8.65,0.1,1,12.13,6.4,2.8
7/2/2019 15:15,23.42,1723,-96.9,8.64,2.19,1.7,0.4,103.9,8.8,0.1,1,12.32,6.4,2.8
7/2/2019 15:30,23.44,1722,-96.7,8.63,1.7,1.6,0.4,103,8.72,0.1,1,12.45,6.4,2.9
7/2/2019 15:45,23.68,1724,-96.1,8.62,1.81,1.6,0.4,101.9,8.59,0.1,1,12.47,6.4,2.8
7/2/2019 16:00,23.75,1725,-96.5,8.63,1.39,1.6,0.4,102.4,8.62,0.1,1,12.28,6.4,2.8
7/2/2019 16:15,23.93,1729,-96.2,8.62,1.46,1.8,0.5,103.1,8.64,0.1,1,12.45,6.1,2.7
7/2/2019 16:30,24.4,1730,-96.4,8.62,1.51,1.8,0.5,104.7,8.71,0.1,1,12.42,6.4,2.7
7/2/2019 16:45,24.49,1728,-96.5,8.62,1.66,2.1,0.5,104.4,8.66,0.1,1,12.43,5.7,2.7
7/2/2019 17:00,24.52,1729,-96.6,8.62,1.23,1.9,0.5,104.8,8.7,0.1,1,12.26,6.4,2.7
7/2/2019 17:15,24.5,1729,-96.5,8.62,1.13,1.9,0.5,105,8.71,0.1,1,12.45,5.9,2.7
7/2/2019 17:30,24.57,1728,-96.6,8.62,1.27,1.9,0.5,104.9,8.69,0.1,1,12.44,5.4,2.7
7/2/2019 17:45,24.52,1728,-96.6,8.62,1.12,1.9,0.5,104.7,8.69,0.1,1,12.42,6.4,2.7
7/2/2019 18:00,24.49,1727,-96.6,8.62,1.07,2.2,0.6,105,8.71,0.1,1,12.23,6.4,2.8
7/2/2019 18:15,24.44,1727,-96.6,8.63,0.94,2.1,0.5,104.9,8.72,0.1,1,12.34,6.4,2.8
7/2/2019 18:30,24.37,1728,-96.5,8.62,0.75,2,0.5,104.6,8.7,0.1,1,12.3,6.4,2.8
7/2/2019 18:45,24.43,1728,-96.5,8.62,0.74,2.1,0.5,104.6,8.7,0.1,1,12.32,6,2.8
7/2/2019 19:00,24.46,1727,-96.6,8.62,0.72,2,0.5,104.9,8.71,0.1,1,12.21,5.7,2.8
7/2/2019 19:15,24.45,1728,-96.6,8.62,0.79,2.1,0.5,104.7,8.7,0.1,1,12.28,6.4,2.8
7/2/2019 19:30,24.32,1725,-96.6,8.63,0.94,2.1,0.5,104.9,8.73,0.1,1,12.32,6.4,2.8
7/2/2019 19:45,24.33,1725,-96.6,8.63,0.62,2,0.5,104.8,8.73,0.1,1,12.17,6.4,2.8
7/2/2019 20:00,24.29,1724,-96.5,8.62,0.65,2,0.5,104.3,8.69,0.1,1,12.12,5.8,2.9
7/2/2019 20:15,24.27,1722,-96.5,8.62,0.66,2,0.5,104.1,8.67,0.1,1,11.96,6.4,2.9
7/2/2019 20:30,24.21,1721,-96.5,8.62,0.81,1.9,0.5,103.9,8.67,0.1,1,11.74,6.4,2.9
7/2/2019 20:45,24.15,1720,-96.4,8.62,0.91,2.2,0.6,103.4,8.64,0.1,1,11.77,6.4,3
7/2/2019 21:00,24.11,1719,-96.3,8.62,1.05,2,0.5,103,8.61,0.1,1,11.64,6.4,3
7/2/2019 21:15,24.07,1720,-96.2,8.62,0.92,2.1,0.5,102.5,8.58,0.1,1,11.71,6.4,3
7/2/2019 21:30,24.05,1720,-96.1,8.62,1.11,2,0.5,102.3,8.56,0.1,1,11.7,6.4,3
7/2/2019 21:45,24.02,1720,-96,8.62,1.18,2.1,0.5,101.9,8.53,0.1,1,11.7,6.4,3
7/2/2019 22:00,23.99,1720,-96,8.62,1.07,2.1,0.5,101.8,8.53,0.1,1,11.58,6.4,3
7/2/2019 22:15,23.99,1719,-96,8.62,1.13,2.2,0.6,101.6,8.52,0.1,1,11.67,6.3,3
7/2/2019 22:30,23.96,1719,-96,8.62,0.98,2.3,0.6,101.7,8.53,0.1,1,11.68,6.2,3
7/2/2019 22:45,23.95,1719,-96,8.62,1.03,2.4,0.6,101.4,8.51,0.1,1,11.63,6.1,3
7/2/2019 23:00,23.92,1719,-95.8,8.61,1,2.4,0.6,101.3,8.5,0.1,1,11.5,6.2,3
7/2/2019 23:15,23.88,1719,-95.8,8.61,0.92,2.4,0.6,101.1,8.49,0.1,1,11.62,5.6,3
7/2/2019 23:30,23.86,1720,-95.7,8.61,1.24,2.3,0.6,100.9,8.47,0.1,1,11.66,6.1,3
7/2/2019 23:45,23.83,1720,-95.7,8.61,1.06,2.2,0.6,100.6,8.45,0.1,1,11.68,5.7,3
7/3/2019 0:00,23.81,1719,-95.6,8.61,1.23,2.3,0.6,100.4,8.44,0.2,1,11.49,6.4,3
7/3/2019 0:15,23.77,1719,-95.6,8.61,1.18,2.1,0.5,100.3,8.43,1.2,1,11.65,6.4,3
7/3/2019 0:30,23.77,1718,-95.6,8.61,1.13,2.1,0.6,100.3,8.44,0.1,1,11.64,5.8,3
7/3/2019 0:45,23.79,1717,-95.6,8.61,1.08,1.9,0.5,100.3,8.43,0.1,1,11.63,5.2,3
7/3/2019 1:00,23.77,1716,-95.6,8.61,1.08,1.9,0.5,100.1,8.43,0.1,1,11.56,6.4,3
7/3/2019 1:15,23.79,1716,-95.7,8.61,1.14,2,0.5,100.5,8.45,0.1,1,11.64,5.4,3
7/3/2019 1:30,23.75,1717,-95.5,8.61,1.04,1.9,0.5,100.4,8.45,0.1,1,11.58,6.4,3
