Time America/Boise UTC-06:00,Temp C,Sp Cond (uS/cm),pH (mV),pH,Turbidity (NTU),Chlorophyll RFU,ODOSat%,ODO (mg/L),BGA-Phycocyanin RFU,Wiper Pos V,Cable Pwr V,Battery V
6/3/2019 16:45,19.81,1957,-142.7,8.72,8.58,0.5,76.6,6.95,0.1,1,13.2,6.4
6/3/2019 17:00,20,1955,-142.9,8.72,8.54,0.5,77,6.96,0.2,1,12.82,6.4
6/3/2019 17:15,19.87,1955,-142.8,8.72,8.65,0.6,76.9,6.97,0.1,1,13.01,6.4
6/3/2019 17:30,20.03,1953,-142.8,8.72,8.24,0.6,77.1,6.97,0.2,1,12.97,6.4
6/3/2019 17:45,19.96,1953,-143,8.72,8.12,0.6,77,6.96,0.1,1,12.29,6.4
6/3/2019 18:00,19.75,1954,-143,8.72,8.15,0.6,76.6,6.96,0.1,1,12.12,6.4
6/3/2019 18:15,19.82,1952,-143.2,8.73,7.8,0.6,76.8,6.97,0.1,1,12.12,6.4
6/3/2019 18:30,19.69,1952,-143.2,8.73,7.91,0.5,76.3,6.94,0.1,1,12.12,6.39
6/3/2019 18:45,19.63,1952,-143.2,8.73,7.69,0.6,76.2,6.94,0.1,1,12.12,6.22
6/3/2019 19:00,19.69,1951,-143.3,8.73,7.63,0.6,76.5,6.96,0.2,1,11.97,6.11
6/3/2019 19:15,19.65,1951,-143.3,8.73,7.56,0.6,76.3,6.95,0.2,1,12.12,6.33
6/3/2019 19:30,19.55,1952,-143.2,8.73,7.54,0.6,75.9,6.92,0.1,1,12.12,6.02
6/3/2019 19:45,19.47,1953,-143.1,8.73,7.51,0.6,75.6,6.91,0.1,1,12.12,6.4
6/3/2019 20:00,19.37,1953,-143,8.73,7.9,0.6,75.2,6.88,0.1,1,11.91,6.4
6/3/2019 20:15,19.33,1954,-143.1,8.73,7.48,0.6,75.1,6.88,0.2,1,12.15,6.39
6/3/2019 20:30,19.31,1954,-143,8.73,7.37,0.5,75,6.87,0.1,1,12.12,6.39
6/3/2019 20:45,19.27,1954,-143.1,8.73,7.14,0.6,74.9,6.87,0.1,1,11.95,6.4
6/3/2019 21:00,19.23,1954,-143,8.73,7.54,0.6,74.5,6.84,0.1,1,11.79,6.4
6/3/2019 21:15,19.2,1954,-143.2,8.73,7.17,0.6,74.5,6.85,0.1,1,11.94,6.2
6/3/2019 21:30,19.13,1952,-143,8.73,7.86,0.7,74.2,6.83,0.2,1,11.93,6.14
6/3/2019 21:45,19.03,1950,-143.2,8.73,8.04,0.7,73.8,6.81,0.2,1,11.92,6.39
6/3/2019 22:00,19,1949,-143.3,8.73,7.93,0.7,73.7,6.8,0.2,1,11.75,6.38
6/3/2019 22:15,18.96,1949,-143.2,8.73,8.12,0.6,73.5,6.79,0.1,1,11.91,6.24
6/3/2019 22:30,18.92,1949,-143.2,8.73,8.47,0.7,73.4,6.78,0.2,1,11.9,6.38
6/3/2019 22:45,18.88,1950,-143.1,8.73,8.37,0.6,73.2,6.77,0.2,1,11.89,6.39
6/3/2019 23:00,18.88,1950,-143.1,8.73,8.11,0.7,73,6.75,0.1,1,11.71,6.4
6/3/2019 23:15,18.88,1951,-143.2,8.73,8.16,0.6,72.9,6.74,0.1,1,11.88,6.4
6/3/2019 23:30,18.88,1952,-143,8.73,7.89,0.6,72.8,6.73,0.2,1,11.87,6.35
6/3/2019 23:45,18.86,1952,-143.1,8.73,7.73,0.6,72.7,6.73,0.1,1,11.87,6.22
6/4/2019 0:00,18.85,1952,-143.2,8.73,7.64,0.6,72.7,6.72,0.1,1,11.76,6.4
6/4/2019 0:15,18.83,1951,-143.2,8.73,7.99,0.6,72.6,6.72,0.1,1,11.86,6.4
6/4/2019 0:30,18.81,1951,-143.2,8.73,7.63,0.6,72.6,6.72,0.2,1,11.85,6.4
6/4/2019 0:45,18.78,1950,-143.3,8.73,7.79,0.6,72.6,6.72,0.2,1,11.85,6.4
6/4/2019 1:00,18.73,1949,-143.3,8.73,7.76,0.6,72.5,6.72,0.2,1,11.72,6.4
6/4/2019 1:15,18.71,1948,-143.1,8.73,8.1,0.7,72.4,6.72,0.2,1,11.83,6.4
6/4/2019 1:30,18.66,1948,-143.3,8.73,8.08,0.6,72.3,6.71,0.2,1,11.83,6.4
6/4/2019 1:45,18.62,1947,-143,8.73,8.07,0.6,72.2,6.71,0.2,1,11.82,6.4
6/4/2019 2:00,18.61,1948,-143.1,8.73,8.18,0.6,72.1,6.7,0.2,1,11.66,6.4
6/4/2019 2:15,18.58,1948,-143.1,8.73,8.01,0.6,72.1,6.7,0.2,1,11.81,6.4
6/4/2019 2:30,18.58,1948,-143.1,8.73,8,0.6,72,6.7,0.2,1,11.8,6.39
6/4/2019 2:45,18.54,1949,-143,8.73,7.74,0.6,71.9,6.7,0.1,1,11.79,6.39
6/4/2019 3:00,18.53,1949,-143.1,8.73,7.56,0.6,71.8,6.69,0.2,1,11.68,6.4
6/4/2019 3:15,18.53,1950,-143.2,8.73,7.24,0.6,71.8,6.69,0.1,1,11.79,6.4
6/4/2019 3:30,18.53,1950,-142.9,8.73,7.38,0.6,71.7,6.67,0.2,1,11.78,6.4
6/4/2019 3:45,18.51,1951,-142.9,8.73,7.26,0.6,71.6,6.67,0.1,1,11.78,6.4
6/4/2019 4:00,18.47,1950,-142.9,8.73,7.02,0.6,71.6,6.67,0.1,1,11.63,6.38
6/4/2019 4:15,18.43,1949,-143,8.73,7.5,0.6,71.4,6.66,0.2,1,11.76,6.4
6/4/2019 4:30,18.4,1947,-143.1,8.73,7.59,0.6,71.3,6.66,0.1,1,11.76,6.4
6/4/2019 4:45,18.36,1947,-143.2,8.73,7.89,0.6,71.1,6.64,0.2,1,11.75,6.17
6/4/2019 5:00,18.31,1946,-142.8,8.73,8.38,0.6,70.9,6.63,0.2,1,11.59,6.4
6/4/2019 5:15,18.28,1946,-142.8,8.73,8.62,0.6,70.7,6.61,0.2,1,11.74,6.4
6/4/2019 5:30,18.25,1946,-142.9,8.73,8.6,0.7,70.5,6.6,0.2,1,11.74,6.4
6/4/2019 5:45,18.22,1946,-142.9,8.73,8.35,0.6,70.6,6.61,0.2,1,11.74,6.34
6/4/2019 6:00,18.22,1946,-142.8,8.73,8.63,0.6,70.3,6.59,0.2,1,11.59,6.39
6/4/2019 6:15,18.19,1947,-142.8,8.73,8.63,0.5,70.3,6.59,0.2,1,11.73,6.4
6/4/2019 6:30,18.16,1946,-142.4,8.72,9.7,0.6,69.8,6.55,0.2,1,11.74,6.4
6/4/2019 6:45,18.14,1947,-142.9,8.73,9.05,0.5,70,6.57,0.2,1,12.12,6.39
6/4/2019 7:00,18.11,1947,-142.7,8.73,9.12,0.6,70,6.58,0.1,1,12.15,6.39
6/4/2019 7:15,18.09,1947,-142.6,8.73,9.07,0.6,69.9,6.57,0.2,1,12.47,6.4
6/4/2019 7:30,18.07,1947,-142.7,8.73,9.56,0.6,69.9,6.57,0.2,1,12.62,6.35
6/4/2019 7:45,18.05,1947,-142.6,8.73,9.37,0.6,70,6.58,0.2,1,12.7,6.4
6/4/2019 8:00,18.05,1947,-142.7,8.73,9.9,0.6,70,6.58,0.2,1,12.5,6.37
6/4/2019 8:15,18.05,1947,-142.7,8.73,9.94,0.6,70,6.58,0.2,1,12.65,6.4
6/4/2019 8:30,18.06,1947,-142.8,8.73,9.63,0.6,70.2,6.6,0.2,1,12.69,6.4
6/4/2019 8:45,18.08,1947,-142.9,8.73,9.82,0.6,70.5,6.63,0.2,1,12.73,6.4
6/4/2019 9:00,18.1,1947,-142.9,8.73,9.66,0.6,70.7,6.64,0.2,1,12.61,6.4
6/4/2019 9:15,18.13,1947,-143.1,8.73,9.48,0.6,71,6.66,0.1,1,12.8,6.24
6/4/2019 9:30,18.18,1947,-143.2,8.74,9.48,0.6,71.3,6.68,0.2,1,12.85,6.4
6/4/2019 9:45,18.23,1947,-143.4,8.74,9.1,0.6,71.4,6.69,0.2,1,12.85,6.24
6/4/2019 10:00,18.29,1947,-143.1,8.73,9.17,0.6,71.3,6.67,0.2,1,12.65,6.4
6/4/2019 10:15,18.32,1946,-143,8.73,9.14,0.6,71.3,6.66,0.2,1,12.88,6.4
6/4/2019 10:30,18.37,1946,-143.1,8.73,9.12,0.5,71.5,6.68,0.2,1,12.91,6.4
6/4/2019 10:45,18.41,1946,-143,8.73,9.22,0.5,71.7,6.69,0.2,1,12.93,6.4
6/4/2019 11:00,18.48,1946,-143.1,8.73,9.1,0.5,71.9,6.7,0.2,1,12.71,6.4
6/4/2019 11:15,18.51,1945,-143.3,8.74,9.32,0.5,72,6.71,0.2,1,12.83,6.4
6/4/2019 11:30,18.55,1945,-143.1,8.73,9.45,0.5,72.2,6.72,0.1,1,12.88,6.4
6/4/2019 11:45,18.62,1944,-143.4,8.74,9.13,0.5,72.6,6.75,0.2,1,12.9,6.4
6/4/2019 12:00,18.68,1944,-143.3,8.73,9.3,0.5,72.9,6.77,0.1,1,12.66,6.39
6/4/2019 12:15,18.63,1944,-143.2,8.73,8.64,0.6,72.8,6.76,0.2,1,12.82,6.39
6/4/2019 12:30,18.55,1945,-143.1,8.73,8.27,0.5,72.9,6.78,0.2,1,12.8,6.4
6/4/2019 12:45,18.75,1945,-143.2,8.73,8.21,0.5,73.2,6.78,0.2,1,12.86,6.4
6/4/2019 13:00,18.76,1948,-143.3,8.73,8.08,0.5,73.4,6.8,0.1,1,12.53,6.4
6/4/2019 13:15,18.96,1947,-143.3,8.73,7.96,0.5,73.7,6.8,0.2,1,12.65,6.39
6/4/2019 13:30,19.15,1942,-143,8.73,7.98,0.5,74,6.8,0.2,1,12.75,6.4
6/4/2019 13:45,19.2,1942,-143.1,8.73,8.26,0.5,73.9,6.79,0.1,1,12.85,6.4
6/4/2019 14:00,19.51,1941,-143.1,8.73,7.93,0.5,74.2,6.78,0.2,1,12.73,6.4
6/4/2019 14:15,20.13,1946,-142.6,8.71,8.25,0.5,75.2,6.78,0.2,1,12.92,6.39
6/4/2019 14:30,20.1,1945,-142.5,8.71,8.3,0.5,75.2,6.78,0.1,1,12.96,6.39
6/4/2019 14:45,20.31,1949,-142.4,8.71,7.85,0.4,75.7,6.8,0.1,1,12.99,6.39
6/4/2019 15:00,20.56,1947,-142.3,8.71,7.62,0.5,76.1,6.81,0.1,1,12.82,6.38
6/4/2019 15:15,20.7,1939,-142.2,8.7,7.72,0.5,76.1,6.78,0.2,1,12.98,6.38
6/4/2019 15:30,20.68,1948,-142.3,8.71,7.44,0.4,76.6,6.83,0.1,1,13,6.39
6/4/2019 15:45,20.83,1945,-142.1,8.7,7.43,0.5,76.4,6.79,0.2,1,12.99,6.39
6/4/2019 16:00,20.75,1947,-142.2,8.7,7.18,0.5,76.8,6.84,0.1,1,12.83,6.36
6/4/2019 16:15,20.63,1944,-142.4,8.71,7.03,0.5,76.3,6.82,0.2,1,12.92,6.37
6/4/2019 16:30,20.59,1945,-142.6,8.71,7.09,0.5,76.5,6.84,0.1,1,13.04,6.37
6/4/2019 16:45,20.41,1944,-142.7,8.71,7.08,0.5,76.4,6.85,0.1,1,13.01,6.37
6/4/2019 17:00,20.39,1957,-142.6,8.71,6.83,0.5,77,6.91,0.1,1,12.79,6.34
6/4/2019 17:15,20.8,1943,-142.1,8.7,6.69,0.5,77.3,6.88,0.1,1,13.07,6.39
6/4/2019 17:30,21.41,1946,-142,8.7,6.97,0.5,77.7,6.83,0.1,1,13.13,6.37
6/4/2019 17:45,20.87,1945,-142.2,8.7,6.6,0.5,77.1,6.85,0.1,1,12.88,6.4
6/4/2019 18:00,20.97,1948,-142.5,8.71,6.51,0.5,77.3,6.86,0.1,1,12.58,6.37
6/4/2019 18:15,20.82,1948,-142.7,8.71,6.3,0.5,77,6.85,0.1,1,12.53,6.39
6/4/2019 18:30,20.65,1949,-142.9,8.72,6.05,0.5,77,6.87,0.1,1,12.82,6.39
6/4/2019 18:45,20.52,1949,-142.9,8.72,5.84,0.5,76.9,6.88,0.2,1,12.71,6.39
6/4/2019 19:00,20.58,1949,-143,8.72,5.69,0.5,77,6.88,0.1,1,12.86,6.37
6/4/2019 19:15,20.43,1949,-143.2,8.72,5.69,0.5,76.9,6.9,0.1,1,12.97,6.37
6/4/2019 19:30,20.34,1950,-143.3,8.73,5.41,0.5,76.6,6.88,0.2,1,12.96,6.29
6/4/2019 19:45,20.22,1950,-143.4,8.73,5.41,0.5,76.3,6.87,0.2,1,12.81,6.39
6/4/2019 20:00,20.19,1950,-143.4,8.73,5.21,0.5,76.2,6.86,0.1,1,12.4,6.39
6/4/2019 20:15,20.12,1950,-143.4,8.73,5.39,0.6,75.9,6.85,0,1,12.37,6.39
6/4/2019 20:30,20.07,1950,-143.4,8.73,5.58,0.5,75.8,6.84,0.1,1,12.22,6.39
6/4/2019 20:45,20.04,1950,-143.6,8.73,5.61,0.5,75.6,6.83,0.1,1,12.12,6.4
6/4/2019 21:00,20,1950,-143.5,8.73,5.71,0.5,75.4,6.82,0.1,1,11.9,6.35
6/4/2019 21:15,19.96,1950,-143.5,8.73,5.94,0.6,75.3,6.81,0.1,1,12,6.39
6/4/2019 21:30,19.93,1950,-143.7,8.74,6.07,0.6,75.2,6.81,0.1,1,12,6.39
6/4/2019 21:45,19.88,1949,-143.8,8.74,5.98,0.6,75.1,6.81,0.1,1,11.99,6.38
6/4/2019 22:00,19.86,1949,-143.5,8.73,6.06,0.6,75.1,6.81,0.1,1,11.84,6.4
6/4/2019 22:15,19.82,1948,-143.7,8.73,6.1,0.6,75,6.8,0.1,1,11.98,6.37
6/4/2019 22:30,19.81,1948,-143.8,8.74,5.86,0.6,75,6.8,0.1,1,11.98,6.37
6/4/2019 22:45,19.8,1948,-144,8.74,5.97,0.6,75,6.8,0.1,1,11.97,6.4
6/4/2019 23:00,19.8,1948,-143.9,8.74,5.95,0.6,74.9,6.8,0.2,1,11.84,6.4
6/4/2019 23:15,19.78,1947,-143.9,8.74,6.08,0.6,74.9,6.8,0.1,1,11.96,6.4
6/4/2019 23:30,19.75,1947,-143.7,8.73,5.72,0.5,74.8,6.8,0.1,1,11.94,6.4
6/4/2019 23:45,19.74,1947,-143.8,8.74,5.92,0.6,74.7,6.79,0.1,1,11.94,6.4
6/5/2019 0:00,19.73,1947,-143.8,8.74,5.66,0.6,74.7,6.79,0.1,1,11.79,6.4
6/5/2019 0:15,19.73,1947,-143.9,8.74,5.8,0.6,74.6,6.78,0.1,1,11.94,6.4
6/5/2019 0:30,19.72,1947,-143.9,8.74,5.7,0.6,74.5,6.77,0.1,1,11.93,6.4
6/5/2019 0:45,19.68,1946,-143.9,8.74,5.61,0.5,74.5,6.77,0.2,1,11.92,6.4
6/5/2019 1:00,19.68,1946,-143.9,8.74,5.89,0.6,74.5,6.78,0.2,1,11.81,6.4
6/5/2019 1:15,19.68,1945,-143.9,8.74,5.75,0.6,74.3,6.76,0.1,1,11.91,6.4
6/5/2019 1:30,19.67,1945,-143.9,8.74,5.64,0.6,74.3,6.77,0.1,1,11.9,6.4
6/5/2019 1:45,19.66,1945,-143.9,8.74,5.44,0.6,74.2,6.76,0.1,1,11.89,6.4
6/5/2019 2:00,19.65,1945,-143.7,8.74,5.27,0.6,74.1,6.75,0.1,1,11.78,6.4
6/5/2019 2:15,19.63,1945,-144,8.74,5.34,0.6,74,6.74,0.1,1,11.88,6.4
6/5/2019 2:30,19.63,1945,-143.7,8.74,5.3,0.5,73.9,6.73,0.1,1,11.87,6.4
6/5/2019 2:45,19.61,1945,-143.8,8.74,5.33,0.5,73.9,6.74,0.2,1,11.87,6.4
6/5/2019 3:00,19.59,1945,-143.7,8.74,5.47,0.5,73.8,6.73,0.1,1,11.74,6.4
6/5/2019 3:15,19.56,1945,-143.8,8.74,5.43,0.5,73.7,6.72,0.2,1,11.87,6.4
6/5/2019 3:30,19.55,1944,-143.9,8.74,5.23,0.5,73.8,6.73,0.1,1,11.86,6.4
6/5/2019 3:45,19.55,1944,-143.7,8.74,5.31,0.5,73.5,6.71,0.2,1,11.85,6.4
6/5/2019 4:00,19.52,1944,-143.8,8.74,5.42,0.5,73.5,6.7,0.1,1,11.74,6.4
6/5/2019 4:15,19.48,1944,-143.9,8.74,5.66,0.5,73.3,6.7,0.1,1,11.84,6.4
6/5/2019 4:30,19.49,1943,-143.8,8.74,5.72,0.5,73.3,6.7,0.1,1,11.83,6.4
6/5/2019 4:45,19.48,1943,-143.8,8.74,5.55,0.6,73.2,6.69,0.2,1,11.82,6.4
6/5/2019 5:00,19.46,1943,-143.9,8.74,5.84,0.6,73.1,6.68,0.2,1,11.65,6.4
6/5/2019 5:15,19.44,1942,-143.6,8.74,5.78,0.6,72.9,6.67,0.2,1,11.82,6.4
6/5/2019 5:30,19.43,1943,-143.9,8.74,5.76,0.6,73,6.67,0.2,1,11.81,6.4
6/5/2019 5:45,19.4,1942,-143.8,8.74,5.67,0.5,72.8,6.66,0.1,1,11.8,6.4
6/5/2019 6:00,19.39,1942,-143.8,8.74,5.76,0.5,72.7,6.66,0.2,1,11.64,6.4
6/5/2019 6:15,19.37,1942,-143.7,8.74,6.41,0.5,72.6,6.64,0.1,1,11.8,6.4
6/5/2019 6:30,19.34,1942,-143.6,8.74,6.35,0.5,72.4,6.63,0.1,1,11.8,6.4
6/5/2019 6:45,19.33,1942,-143.6,8.74,6.63,0.5,72.4,6.63,0.2,1,12.12,6.4
6/5/2019 7:00,19.31,1942,-143.9,8.74,6.26,0.5,72.4,6.64,0.1,1,12.14,6.4
6/5/2019 7:15,19.29,1941,-143.7,8.74,6.45,0.5,72.4,6.64,0.1,1,12.39,6.4
6/5/2019 7:30,19.27,1941,-143.6,8.74,6.48,0.5,72.5,6.65,0.2,1,12.54,6.4
6/5/2019 7:45,19.26,1940,-143.8,8.74,6.33,0.5,72.5,6.66,0.2,1,12.65,6.4
6/5/2019 8:00,19.25,1938,-143.8,8.74,6.46,0.5,72.5,6.65,0.2,1,12.48,6.41
6/5/2019 8:15,19.26,1938,-144,8.74,6.07,0.5,72.8,6.68,0.1,1,12.66,6.4
6/5/2019 8:30,19.27,1937,-144,8.74,5.81,0.5,73,6.69,0.2,1,12.68,6.4
6/5/2019 8:45,19.32,1936,-144.2,8.75,5.47,0.5,73.2,6.71,0.1,1,12.71,6.4
6/5/2019 9:00,19.36,1935,-144.2,8.75,5.47,0.5,73.5,6.73,0.2,1,12.56,6.4
6/5/2019 9:15,19.4,1934,-144.1,8.75,5.69,0.5,73.4,6.72,0.2,1,12.72,6.4
6/5/2019 9:30,19.44,1934,-143.9,8.74,5.96,0.5,73.5,6.72,0.1,1,12.72,6.4
6/5/2019 9:45,19.54,1934,-143.9,8.74,6,0.5,73.6,6.71,0.1,1,12.69,6.4
6/5/2019 10:00,19.68,1932,-144.1,8.74,5.58,0.5,73.8,6.72,0.2,1,12.65,6.4
6/5/2019 10:15,19.77,1932,-143.8,8.74,5.24,0.5,74.1,6.73,0.1,1,12.73,6.4
6/5/2019 10:30,19.9,1931,-143.8,8.74,4.89,0.4,74.1,6.71,0.2,1,12.76,6.4
6/5/2019 10:45,19.89,1932,-143.5,8.73,5.03,0.4,74.3,6.73,0.2,1,12.8,6.4
6/5/2019 11:00,20.01,1930,-143.5,8.73,4.67,0.4,74.2,6.71,0.1,1,12.66,6.4
6/5/2019 11:15,20.11,1928,-143.6,8.73,4.48,0.4,74.4,6.71,0.1,1,12.81,6.4
6/5/2019 11:30,20.18,1926,-143.5,8.73,4.47,0.4,74.5,6.71,0.1,1,12.83,6.4
6/5/2019 11:45,20.3,1924,-143.4,8.73,4.28,0.4,74.6,6.71,0.1,1,12.84,6.4
6/5/2019 12:00,20.32,1926,-143.6,8.73,4.16,0.4,74.8,6.72,0.1,1,12.66,6.4
6/5/2019 12:15,20.38,1927,-143.4,8.73,3.97,0.3,75,6.73,0.1,1,12.84,6.4
6/5/2019 12:30,20.59,1927,-143.5,8.73,4.05,0.4,75.2,6.72,0.1,1,12.82,6.4
6/5/2019 12:45,20.59,1927,-143.3,8.72,3.91,0.3,75.4,6.73,0.1,1,12.71,6.4
6/5/2019 13:00,20.87,1923,-143.3,8.72,3.82,0.4,75.6,6.72,0.1,1,12.49,6.4
6/5/2019 13:15,20.77,1922,-143.4,8.72,3.71,0.3,75.6,6.73,0.1,1,12.65,6.4
6/5/2019 13:30,20.99,1918,-143.5,8.72,3.78,0.4,76,6.74,0.1,1,12.68,6.4
6/5/2019 13:45,20.87,1918,-143.4,8.72,3.64,0.4,76.1,6.76,0.1,1,12.74,6.4
6/5/2019 14:00,21.2,1911,-143.1,8.72,3.74,0.4,76.6,6.77,0.1,1,12.54,6.4
6/5/2019 14:15,21.16,1911,-143.2,8.72,3.69,0.4,76.9,6.8,0,1,12.81,6.4
6/5/2019 14:30,21.31,1910,-143,8.71,3.6,0.4,77.2,6.8,0.1,1,12.84,6.4
6/5/2019 14:45,21.29,1910,-143.1,8.72,3.64,0.4,77.4,6.83,0.1,1,12.85,6.4
6/5/2019 15:00,21.37,1908,-143.1,8.72,3.57,0.4,77.6,6.83,0.1,1,12.66,6.4
6/5/2019 15:15,21.43,1905,-143.4,8.72,3.52,0.4,77.9,6.85,0.1,1,12.87,6.4
6/5/2019 15:30,21.5,1899,-143.3,8.72,3.5,0.4,78.3,6.88,0.1,1,12.91,6.4
6/5/2019 15:45,21.57,1894,-143.6,8.72,3.3,0.4,78.9,6.92,0,1,12.9,6.4
6/5/2019 16:00,21.45,1896,-143.4,8.72,3.52,0.4,78.9,6.93,0.1,1,12.71,6.4
6/5/2019 16:15,21.92,1880,-143.6,8.72,3.68,0.4,80.1,6.97,0.1,1,12.84,6.4
6/5/2019 16:30,22.09,1873,-143.5,8.72,3.69,0.5,80.4,6.98,0.1,1,12.88,6.31
6/5/2019 16:45,22.21,1871,-143.4,8.72,3.8,0.5,80.7,6.99,0.1,1,12.85,6.4
6/5/2019 17:00,22.04,1882,-143.5,8.72,3.77,0.5,80.4,6.99,0.1,1,12.72,6.4
6/5/2019 17:15,21.61,1894,-143.7,8.72,3.52,0.4,79.9,7,0.1,1,12.9,6.4
6/5/2019 17:30,21.91,1900,-143.9,8.73,3.71,0.5,80.2,6.99,0.1,1,12.88,6.41
6/5/2019 17:45,21.78,1904,-143.8,8.73,3.73,0.5,80.2,7.01,0.1,1,12.88,6.4
6/5/2019 18:00,21.57,1907,-144.2,8.73,3.64,0.5,79.8,7,0.1,1,12.67,6.39
6/5/2019 18:15,21.76,1913,-144.2,8.73,3.59,0.6,80,6.99,0.2,1,12.89,6.4
6/5/2019 18:30,21.72,1914,-144.3,8.73,3.77,0.6,80,6.99,0.1,1,12.92,6.4
6/5/2019 18:45,21.82,1918,-144.4,8.73,3.78,0.5,80.1,6.99,0.1,1,12.9,6.4
6/5/2019 19:00,21.74,1919,-144.4,8.74,3.63,0.6,80,7,0.1,1,12.65,6.4
6/5/2019 19:15,21.7,1919,-144.2,8.73,3.69,0.6,80,7,0.1,1,12.82,6.4
6/5/2019 19:30,21.67,1921,-144.3,8.74,3.59,0.6,79.9,6.99,0.1,1,12.79,6.4
6/5/2019 19:45,21.63,1921,-144.5,8.74,3.58,0.6,79.6,6.98,0,1,12.71,6.4
6/5/2019 20:00,21.58,1918,-144.4,8.74,3.72,0.6,79.4,6.96,0.1,1,12.46,6.4
6/5/2019 20:15,21.54,1918,-144.4,8.74,3.74,0.6,79.3,6.95,0.1,1,12.4,6.4
6/5/2019 20:30,21.5,1918,-144.6,8.74,3.75,0.6,79.1,6.94,0.1,1,12.17,6.4
6/5/2019 20:45,21.45,1914,-144.4,8.74,3.62,0.6,78.8,6.92,0.1,1,12.12,6.4
6/5/2019 21:00,21.42,1913,-144.5,8.74,3.75,0.5,78.7,6.92,0.1,1,11.89,6.4
6/5/2019 21:15,21.42,1911,-144.5,8.74,3.8,0.6,78.6,6.91,0.1,1,12.12,6.4
6/5/2019 21:30,21.4,1912,-144.4,8.74,3.62,0.6,78.5,6.91,0.1,1,12.09,6.4
6/5/2019 21:45,21.37,1913,-144.2,8.74,3.7,0.6,78.4,6.9,0.1,1,12.06,6.4
6/5/2019 22:00,21.32,1916,-144.4,8.74,3.7,0.6,78.3,6.9,0.1,1,11.88,6.4
6/5/2019 22:15,21.25,1917,-144.4,8.74,3.86,0.6,78.1,6.89,0.1,1,12,6.4
6/5/2019 22:30,21.22,1916,-144.4,8.74,3.75,0.6,77.9,6.87,0.1,1,11.99,6.4
6/5/2019 22:45,21.18,1917,-144.3,8.74,3.78,0.6,77.7,6.86,0.1,1,11.99,6.28
6/5/2019 23:00,21.15,1919,-144.3,8.74,3.71,0.6,77.4,6.84,0.1,1,11.85,6.4
6/5/2019 23:15,21.12,1924,-144.5,8.74,3.66,0.5,77.3,6.84,0.1,1,11.98,6.36
6/5/2019 23:30,21.1,1923,-144.6,8.74,3.68,0.6,77.2,6.83,0.1,1,11.97,6.08
6/5/2019 23:45,21.09,1921,-144.4,8.74,3.97,0.6,77.1,6.83,0.1,1,11.95,6.39
6/6/2019 0:00,21.1,1922,-144.3,8.74,3.61,0.6,77.1,6.82,0.1,1,11.85,6.39
6/6/2019 0:15,21.09,1922,-144.4,8.74,3.49,0.6,76.9,6.81,0,1,11.94,6.4
6/6/2019 0:30,21.06,1922,-144.3,8.74,3.97,0.6,76.9,6.81,0.1,1,11.94,6.4
6/6/2019 0:45,21.06,1921,-144.4,8.74,3.44,0.6,76.8,6.8,0.1,1,11.94,6.4
6/6/2019 1:00,21.03,1921,-144.5,8.74,3.48,0.5,76.6,6.79,0.1,1,11.8,6.4
6/6/2019 1:15,21,1921,-144.6,8.74,3.63,0.5,76.5,6.78,0.1,1,11.93,6.4
6/6/2019 1:30,20.98,1921,-144.4,8.74,3.31,0.5,76.5,6.78,0.1,1,11.92,6.4
6/6/2019 1:45,20.96,1921,-144.5,8.74,3.2,0.6,76.3,6.77,0.2,1,11.91,6.4
6/6/2019 2:00,20.94,1920,-144.6,8.74,3.3,0.5,76.2,6.77,0.1,1,11.76,6.4
6/6/2019 2:15,20.93,1919,-144.4,8.74,3.35,0.6,76.1,6.76,0.1,1,11.9,6.4
6/6/2019 2:30,20.91,1918,-144.4,8.74,3.02,0.5,76.1,6.76,0.1,1,11.89,6.4
6/6/2019 2:45,20.89,1917,-144.5,8.74,3.03,0.5,76.1,6.76,0.1,1,11.89,6.4
6/6/2019 3:00,20.86,1916,-144.7,8.75,2.92,0.5,76.1,6.76,0.2,1,11.74,6.4
6/6/2019 3:15,20.84,1915,-144.5,8.74,2.97,0.5,76,6.76,0.1,1,11.87,6.4
6/6/2019 3:30,20.8,1907,-144.8,8.75,2.56,0.5,76.1,6.77,0.1,1,11.85,6.39
6/6/2019 3:45,20.77,1908,-144.6,8.74,2.78,0.5,75.9,6.76,0.1,1,11.85,6.4
6/6/2019 4:00,20.75,1910,-144.6,8.75,2.84,0.5,75.8,6.75,0.2,1,11.66,6.39
6/6/2019 4:15,20.72,1911,-144.7,8.75,2.56,0.5,75.7,6.75,0.1,1,11.84,6.4
6/6/2019 4:30,20.69,1910,-144.6,8.75,2.36,0.5,75.7,6.75,0.1,1,11.83,6.4
6/6/2019 4:45,20.65,1913,-144.8,8.75,2.58,0.5,75.6,6.74,0.2,1,11.82,6.4
6/6/2019 5:00,20.61,1913,-144.9,8.75,2.63,0.5,75.5,6.74,0.1,1,11.68,6.4
6/6/2019 5:15,20.59,1913,-144.7,8.75,2.41,0.5,75.4,6.74,0.1,1,11.81,6.39
6/6/2019 5:30,20.55,1915,-144.7,8.75,2.59,0.5,75.3,6.73,0,1,11.81,6.39
6/6/2019 5:45,20.54,1916,-144.8,8.75,2.65,0.5,75.1,6.72,0.2,1,11.8,6.39
6/6/2019 6:00,20.5,1917,-144.8,8.75,2.76,0.5,74.9,6.71,0.1,1,11.62,6.4
