Date (mm.dd.yyy)	Time 24hr	Temp C	Sp Cond (uS/cm)	pH (mV)	pH	Trubidity (NTU)	Chlorophyll (ug/L)	Chlorophyll RFU	ODOSat%	ODO (mg/L)	BGA-Phycocyanin RFU	FDOM RFU
6/8/2017	16:45	23.52	1575	-114.6	8.47	14.15	2.8	0.9	86	7.28	0.1	2.8
6/8/2017	17:00	23.52	1575	-114.5	8.47	13.57	3	1	85.5	7.23	0.1	2.8
6/8/2017	17:15	23.51	1575	-114.5	8.47	6.44	3	1	85.4	7.22	0.1	2.8
6/8/2017	17:30	23.47	1581	-114.1	8.46	36.34	2.8	0.9	84.3	7.13	0.1	2.8
6/8/2017	17:45	23.44	1586	-114	8.46	13.31	3.2	1	83.6	7.08	0.1	2.7
6/8/2017	18:00	23.43	1591	-113.6	8.45	105.88	3.1	1	83.1	7.04	0.1	2.6
6/8/2017	18:15	23.42	1594	-113.6	8.45	15.34	3.2	1	82.5	6.99	0.1	2.6
6/8/2017	18:30	23.43	1600	-113.8	8.45	96.2	3.2	1	82.1	6.95	0.1	2.5
6/8/2017	18:45	23.46	1611	-113.9	8.46	9.73	3.4	1.1	81.9	6.93	0.2	2.5
6/8/2017	19:00	23.5	1618	-113.9	8.46	28.7	3.3	1.1	82.3	6.96	0.1	2.5
6/8/2017	19:15	23.56	1636	-114.2	8.46	21.94	3.3	1.1	82.1	6.94	0.1	2.4
6/8/2017	19:30	23.57	1650	-114.2	8.46	46.4	3.2	1	82.2	6.94	0.2	2.4
6/8/2017	19:45	23.55	1654	-113.9	8.46	18.8	3.4	1.1	81.6	6.9	0.2	2.2
6/8/2017	20:00	23.51	1659	-113.6	8.45	18.53	3.8	1.2	81	6.85	0.2	2
6/8/2017	20:15	23.48	1660	-113.5	8.45	12.67	4	1.2	80.9	6.84	0.2	1.9
6/8/2017	20:30	23.48	1666	-113.3	8.45	29.96	4.1	1.3	80.6	6.82	0.3	1.7
6/8/2017	20:45	23.47	1675	-113.1	8.44	19.27	4.1	1.3	80.3	6.8	0.3	1.6
6/8/2017	21:00	23.47	1686	-112.8	8.44	102.33	4.3	1.3	80	6.77	0.3	1.5
6/8/2017	21:15	23.47	1687	-112.6	8.43	23.29	4.5	1.4	79.9	6.76	0.3	1.5
6/8/2017	21:30	23.45	1697	-112.2	8.43	48.94	4.5	1.4	79.4	6.72	0.3	1.4
6/8/2017	21:45	23.44	1702	-111.9	8.42	12.71	4.6	1.4	79	6.69	0.3	1.4
6/8/2017	22:00	23.4	1708	-111.9	8.42	11.41	4.9	1.5	79.2	6.71	0.3	1.3
6/8/2017	22:15	23.37	1711	-111.6	8.42	11.77	4.7	1.4	79.3	6.72	0.4	1.3
6/8/2017	22:30	23.31	1712	-111.7	8.42	11.6	5	1.5	79.2	6.72	0.4	1.2
6/8/2017	22:45	23.26	1713	-111.6	8.42	18.6	4.8	1.5	79.2	6.73	0.4	1.2
6/8/2017	23:00	23.21	1713	-111.6	8.42	12.01	5	1.5	79.2	6.73	0.4	1.2
6/8/2017	23:15	23.18	1713	-111.7	8.42	16.03	5.5	1.7	79.1	6.73	0.5	1.1
6/8/2017	23:30	23.13	1711	-111.6	8.42	21.45	6	1.8	78.9	6.72	0.4	1.1
6/8/2017	23:45	23.07	1707	-111.4	8.42	18.06	5	1.5	78.5	6.7	0.5	1.1
6/9/2017	0:00	23.01	1702	-111.5	8.42	17.25	5.6	1.7	78.3	6.68	0.5	1.1
6/9/2017	0:15	22.92	1698	-111.7	8.42	15.74	5.6	1.7	78.2	6.69	0.5	1.2
6/9/2017	0:30	22.89	1696	-111.5	8.42	57.06	5.3	1.6	78.1	6.68	0.6	1.2
6/9/2017	0:45	22.84	1693	-111.7	8.42	15.87	5.5	1.7	78	6.68	0.5	1.3
6/9/2017	1:00	22.81	1690	-111.8	8.42	117.9	5.7	1.7	78.1	6.69	0.5	1.3
6/9/2017	1:15	22.75	1683	-112.1	8.43	12.71	5.4	1.6	78.2	6.71	0.4	1.3
6/9/2017	1:30	22.68	1667	-112.6	8.44	115.09	5.3	1.6	78.6	6.75	0.4	1.4
6/9/2017	1:45	22.59	1645	-112.9	8.44	27.5	5.6	1.7	79	6.8	0.4	1.4
6/9/2017	2:00	22.46	1603	-113	8.45	31.28	5.8	1.7	79.3	6.84	0.4	1.5
6/9/2017	2:15	22.31	1547	-113.2	8.45	15.29	6.1	1.8	79.6	6.88	0.4	1.5
6/9/2017	2:30	22.2	1525	-113.3	8.45	39.53	6	1.8	79.7	6.91	0.5	1.6
6/9/2017	2:45	22.09	1511	-113.2	8.45	20.24	6.2	1.8	79.8	6.93	0.5	1.6
6/9/2017	3:00	22.03	1503	-113.2	8.45	51.47	6.2	1.9	79.6	6.93	0.5	1.6
6/9/2017	3:15	21.89	1475	-113.5	8.46	12.41	6.6	2	80.1	6.99	0.5	1.7
6/9/2017	3:30	21.73	1445	-113.8	8.46	88.15	6.7	2	80.6	7.06	0.4	1.7
6/9/2017	3:45	21.57	1406	-114.2	8.47	23.81	7.1	2.1	81.5	7.16	0.4	1.8
6/9/2017	4:00	21.51	1400	-114.3	8.47	35.14	7.1	2.1	81.5	7.16	0.4	1.9
6/9/2017	4:15	21.52	1409	-114.3	8.47	12.98	7	2.1	81.1	7.13	0.4	1.9
6/9/2017	4:30	21.44	1406	-114.1	8.47	106.84	6.7	2	81.1	7.14	0.4	2
6/9/2017	4:45	21.32	1397	-114.4	8.48	22.04	6.4	1.9	81.5	7.19	0.4	2.1
6/9/2017	5:00	21.06	1332	-115	8.49	106.36	7.1	2.1	83.2	7.38	0.4	2.2
6/9/2017	5:15	20.9	1294	-115.3	8.49	14.88	7	2.1	83.5	7.43	0.5	2.3
6/9/2017	5:30	20.62	1226	-116.2	8.51	15.73	6.9	2	85	7.61	0.4	2.5
6/9/2017	5:45	20.56	1214	-116.5	8.52	14.77	7.6	2.2	85.4	7.65	0.4	2.5
6/9/2017	6:00	20.56	1216	-116.6	8.52	12.04	7.6	2.2	85.3	7.64	0.5	2.5
6/9/2017	6:15	20.47	1200	-116.5	8.52	20.34	7.4	2.2	85.6	7.69	0.5	2.6
6/9/2017	6:30	20.38	1185	-116.9	8.52	9.68	7.2	2.1	85.9	7.72	0.4	2.6
6/9/2017	6:45	20.29	1168	-117.3	8.53	13.25	7.2	2.1	86.2	7.76	0.5	2.7
6/9/2017	7:00	20.23	1158	-117.5	8.54	14.61	7	2	86.3	7.78	0.4	2.8
6/9/2017	7:15	20.1	1132	-117.6	8.54	13.19	7	2.1	86.8	7.85	0.4	2.9
6/9/2017	7:30	20.03	1114	-117.9	8.54	14.01	7.3	2.1	87.3	7.91	0.5	2.9
6/9/2017	7:45	19.96	1098	-118	8.55	16.27	7.7	2.2	87.6	7.95	0.5	3
6/9/2017	8:00	20.04	1105	-119	8.56	13.12	8.1	2.4	88.1	7.98	0.5	3
6/9/2017	8:15	20.17	1124	-119.5	8.57	13.01	8.7	2.5	88.9	8.03	0.5	3
6/9/2017	8:30	20.35	1166	-119.5	8.57	12.06	8.2	2.4	88.1	7.93	0.5	2.9
6/9/2017	8:45	20.39	1170	-119.4	8.57	17.57	8.4	2.4	87.9	7.91	0.6	2.9
6/9/2017	9:00	20.45	1182	-119.7	8.57	13.26	9	2.6	88.3	7.93	0.6	2.9
6/9/2017	9:15	20.62	1188	-120.9	8.59	14.69	10.7	3.1	91.1	8.15	0.7	2.9
6/9/2017	9:30	20.7	1146	-121.9	8.61	13.66	11.5	3.3	94.8	8.48	0.8	3.1
6/9/2017	9:45	20.84	1201	-119.7	8.57	11.47	9.7	2.8	91.8	8.18	0.7	3.1
6/9/2017	10:00	20.97	1240	-118.9	8.56	10.83	9.3	2.7	89.2	7.93	0.6	3.1
6/9/2017	10:15	21.06	1241	-119.2	8.56	23.59	9.8	2.8	89.9	7.98	0.7	3
6/9/2017	10:30	21.17	1209	-120.7	8.59	14.11	9.2	2.6	93.1	8.24	0.6	3
6/9/2017	10:45	20.92	1148	-120.8	8.59	18.68	8.9	2.6	94.9	8.45	0.6	3.2
6/9/2017	11:00	20.74	1132	-120.4	8.58	10.62	8.3	2.4	93.9	8.39	0.5	3.2
6/9/2017	11:15	20.59	1119	-120.4	8.58	17.61	7.7	2.2	93.2	8.35	0.5	3.1
6/9/2017	11:30	20.63	1117	-120.7	8.59	10.05	7.4	2.2	93.6	8.38	0.5	3.1
6/9/2017	11:45	20.61	1112	-120.5	8.59	68.3	7.4	2.2	93.2	8.34	0.5	3.1
6/9/2017	12:00	20.67	1114	-120.3	8.58	17.64	8.8	2.6	93.2	8.33	0.5	3.1
6/9/2017	12:15	20.68	1117	-120.2	8.58	92.18	7.5	2.2	92.7	8.29	0.5	3.1
6/9/2017	12:30	20.72	1127	-119.8	8.57	12.36	7.8	2.3	92	8.22	0.5	3.1
6/9/2017	12:45	20.84	1146	-120.1	8.58	62.12	7.9	2.3	92.1	8.21	0.5	3.1
6/9/2017	13:00	20.87	1162	-118.6	8.55	18.54	7.2	2.1	89.1	7.94	0.5	3
6/9/2017	13:15	21.01	1169	-117.8	8.54	105.28	6.8	2	87.6	7.78	0.4	2.9
6/9/2017	13:30	21.11	1186	-117.4	8.53	22.61	6.1	1.8	86.1	7.63	0.4	2.7
6/9/2017	13:45	21.31	1211	-117.1	8.52	92.76	5.9	1.8	85	7.51	0.4	2.6
6/9/2017	14:00	21.5	1246	-117.4	8.53	11.61	6.4	1.9	84.8	7.46	0.4	2.6
6/9/2017	14:15	21.69	1264	-118.1	8.54	28.37	6.9	2	85.9	7.53	0.4	2.7
6/9/2017	14:30	21.88	1292	-119.9	8.57	12.11	8.3	2.4	89.2	7.79	0.5	3
6/9/2017	14:45	22.04	1318	-121.1	8.59	34.23	9.8	2.8	91.1	7.93	0.6	3.3
6/9/2017	15:00	22.15	1324	-120.7	8.58	13.09	9.8	2.8	89.9	7.81	0.6	3.1
6/9/2017	15:15	22.27	1331	-120.1	8.57	13.09	9.1	2.6	88.7	7.69	0.6	3
6/9/2017	15:30	22.32	1343	-119.1	8.55	10.84	8.7	2.5	87	7.53	0.6	2.8
6/9/2017	15:45	22.31	1345	-118.4	8.54	11.9	8.5	2.5	85.8	7.43	0.6	2.7
6/9/2017	16:00	22.33	1343	-118.3	8.54	10.97	8.6	2.5	85.2	7.37	0.5	2.6
6/9/2017	16:15	22.33	1341	-117.8	8.53	46.35	8.4	2.4	84.7	7.33	0.6	2.4
6/9/2017	16:30	22.38	1349	-118	8.53	11.68	8.3	2.4	84.9	7.34	0.5	2.2
6/9/2017	16:45	22.47	1359	-118.4	8.54	21.53	8.2	2.4	86	7.42	0.5	2.1
6/9/2017	17:00	22.53	1370	-118.7	8.54	12.01	8.6	2.5	86.8	7.48	0.6	2
6/9/2017	17:15	22.59	1382	-118.7	8.54	26.97	8.8	2.5	86.8	7.47	0.7	1.8
6/9/2017	17:30	22.77	1493	-116	8.5	16.15	7.9	2.3	83.7	7.18	0.6	1.5
6/9/2017	17:45	22.85	1536	-115.7	8.49	20.51	7.6	2.2	83.5	7.15	0.7	1.3
6/9/2017	18:00	22.88	1563	-115	8.48	19.1	7.7	2.2	83	7.1	0.7	1.2
6/9/2017	18:15	22.92	1610	-113.7	8.46	20.78	6.9	2	81.1	6.94	0.6	1
6/9/2017	18:30	22.97	1650	-112.9	8.44	14.18	6.3	1.9	80.4	6.87	0.7	0.9
6/9/2017	18:45	22.99	1680	-112.3	8.43	29.95	6.7	2	80	6.83	0.7	0.8
6/9/2017	19:00	22.99	1702	-112	8.43	20.21	6.7	2	79.8	6.82	0.7	0.8
6/9/2017	19:15	22.95	1710	-111.7	8.42	49.89	6.1	1.8	79.7	6.81	0.7	0.8
6/9/2017	19:30	22.92	1716	-111.9	8.42	29.34	6	1.8	79.6	6.81	0.7	0.8
6/9/2017	19:45	22.9	1722	-111.8	8.42	71.99	5.9	1.8	79.6	6.81	0.7	0.8
6/9/2017	20:00	22.87	1731	-111.7	8.42	25.65	6	1.8	79.8	6.83	0.7	0.8
6/9/2017	20:15	22.84	1744	-112.2	8.43	23.65	5.7	1.7	79.9	6.84	0.6	0.8
6/9/2017	20:30	22.84	1758	-112.4	8.43	17.8	6	1.8	80.1	6.85	0.7	0.8
6/9/2017	20:45	22.83	1765	-112.2	8.43	41.63	5.9	1.8	80	6.85	0.7	0.7
6/9/2017	21:00	22.79	1769	-112.2	8.43	29.59	5.2	1.6	79.9	6.85	0.6	0.8
6/9/2017	21:15	22.81	1770	-112	8.43	59.09	6	1.8	79.8	6.84	0.6	0.8
6/9/2017	21:30	22.83	1743	-111.7	8.42	18.41	6	1.8	79.6	6.82	0.6	0.8
6/9/2017	21:45	22.88	1694	-112.4	8.43	73.83	8.1	2.4	79	6.76	0.8	0.7
6/9/2017	22:00	22.82	1676	-112.7	8.44	40.26	9.3	2.7	78.7	6.74	1	0.6
6/9/2017	22:15	22.72	1663	-112.5	8.44	74.66	9.5	2.7	78.8	6.76	1.2	0.6
6/9/2017	22:30	22.61	1652	-112.6	8.44	32.94	9	2.6	79	6.79	1.1	0.6
6/9/2017	22:45	22.52	1648	-112.4	8.43	70.35	8.7	2.5	78.9	6.8	1	0.6
6/9/2017	23:00	22.43	1647	-112.5	8.44	38.58	7.6	2.2	79.1	6.83	1	0.6
6/9/2017	23:15	22.4	1647	-112.5	8.44	77.22	8.1	2.4	79	6.82	0.9	0.6
6/9/2017	23:30	22.37	1650	-112.6	8.44	23.41	8.2	2.4	78.8	6.81	0.9	0.6
6/9/2017	23:45	22.32	1656	-112.7	8.44	94.52	8.3	2.4	78.7	6.81	0.9	0.6
6/10/2017	0:00	22.29	1660	-112.7	8.44	36.85	8.5	2.5	78.6	6.8	0.9	0.7
6/10/2017	0:15	22.31	1686	-112.5	8.44	142.4	8.7	2.5	78.4	6.78	0.9	0.7
6/10/2017	0:30	22.24	1683	-112.6	8.44	33.3	8.5	2.5	78.4	6.79	0.9	0.7
6/10/2017	0:45	22.19	1689	-112.3	8.44	102.02	8.3	2.4	78.4	6.8	0.9	0.7
6/10/2017	1:00	22.14	1688	-112.3	8.44	30.51	8.2	2.4	78.3	6.8	0.8	0.7
6/10/2017	1:15	22.09	1687	-112.2	8.43	83.1	8.4	2.4	78.3	6.8	0.8	0.7
6/10/2017	1:30	22.02	1673	-112.1	8.43	43.01	8.1	2.4	78.2	6.8	0.8	0.7
6/10/2017	1:45	21.94	1661	-112.2	8.43	136.02	7.7	2.3	78.2	6.82	0.7	0.7
6/10/2017	2:00	21.85	1655	-112.1	8.43	24.2	7.5	2.2	78.3	6.83	0.7	0.7
6/10/2017	2:15	21.75	1655	-112	8.43	33.51	7.1	2.1	78.4	6.86	0.8	0.6
6/10/2017	2:30	21.62	1680	-111.8	8.43	25.03	6.9	2	78.5	6.88	0.7	0.6
6/10/2017	2:45	21.53	1701	-111.6	8.43	38.31	6.8	2	78.5	6.89	0.8	0.6
6/10/2017	3:00	21.47	1719	-111.5	8.42	23.86	6.8	2	78.6	6.91	0.8	0.6
6/10/2017	3:15	21.36	1745	-111.4	8.42	45.77	6.6	1.9	78.6	6.93	0.7	0.6
6/10/2017	3:30	21.23	1771	-111.5	8.43	21.16	6	1.8	78.8	6.96	0.6	0.7
6/10/2017	3:45	21.25	1771	-111.4	8.42	44.02	6.2	1.8	78.6	6.93	0.7	0.7
6/10/2017	4:00	21.18	1784	-111.5	8.43	26.56	6	1.8	78.5	6.94	0.6	0.7
6/10/2017	4:15	21.13	1788	-111.6	8.43	87.02	5.8	1.7	78.6	6.95	0.6	0.8
6/10/2017	4:30	21.12	1785	-111.6	8.43	33.47	5.7	1.7	78.6	6.95	0.6	0.9
6/10/2017	4:45	21.12	1785	-111.5	8.43	79.95	5.8	1.7	78.5	6.95	0.6	0.8
6/10/2017	5:00	21.06	1792	-111.5	8.43	37.29	4.1	1.3	78.5	6.95	0.6	0.9
6/10/2017	5:15	21	1800	-111.5	8.43	61.03	5.5	1.6	78.3	6.94	0.5	0.9
6/10/2017	5:30	20.91	1807	-111.6	8.43	30.28	5.3	1.6	78.5	6.97	0.5	1
6/10/2017	5:45	20.83	1808	-111.7	8.43	129.91	4.9	1.5	78.6	6.99	0.5	1
6/10/2017	6:00	20.79	1807	-111.6	8.43	26.41	4.4	1.3	78.6	7	0.5	1.1
6/10/2017	6:15	20.77	1806	-111.7	8.43	47.65	4.7	1.4	78.5	6.99	0.5	1.1
6/10/2017	6:30	20.78	1804	-111.7	8.43	18.34	4.7	1.4	78.3	6.97	0.5	1.1
6/10/2017	6:45	20.71	1799	-111.7	8.43	51.88	4.6	1.4	78.4	6.99	0.4	1.1
6/10/2017	7:00	20.67	1793	-111.8	8.43	26.31	4.3	1.3	78.5	7	0.4	1.2
6/10/2017	7:15	20.64	1788	-111.8	8.43	43.78	4.3	1.3	78.5	7.02	0.4	1.3
6/10/2017	7:30	20.62	1784	-111.9	8.44	20.12	4.1	1.3	78.6	7.03	0.4	1.3
6/10/2017	7:45	20.68	1786	-111.9	8.44	106.71	4.1	1.3	78.3	6.99	0.4	1.3
6/10/2017	8:00	20.62	1775	-111.9	8.44	35.35	4	1.2	78.7	7.03	0.4	1.4
6/10/2017	8:15	20.66	1777	-111.8	8.43	71.46	4.1	1.3	78.3	6.99	0.4	1.4
6/10/2017	8:30	20.65	1767	-111.9	8.44	19.43	3.8	1.2	78.9	7.05	0.4	1.5
6/10/2017	8:45	20.67	1763	-112	8.44	19.7	3.8	1.2	79.1	7.06	0.4	1.5
6/10/2017	9:00	20.68	1761	-111.9	8.44	14.27	3.7	1.2	78.9	7.04	0.4	1.6
6/10/2017	9:15	20.66	1759	-111.7	8.43	52.5	3.6	1.1	78.5	7.01	0.4	1.6
6/10/2017	9:30	20.65	1753	-111.7	8.43	8.48	3.7	1.2	79.1	7.06	0.3	1.7
6/10/2017	9:45	20.66	1752	-111.7	8.43	30.35	3.7	1.2	79.3	7.08	0.3	1.7
6/10/2017	10:00	20.67	1750	-111.8	8.43	23.99	3.6	1.2	79.9	7.13	0.3	1.7
6/10/2017	10:15	20.68	1749	-111.8	8.43	70.12	3.4	1.1	79.9	7.14	0.3	1.8
6/10/2017	10:30	20.64	1750	-111.6	8.43	18.93	3.8	1.2	79.6	7.11	0.3	1.8
6/10/2017	10:45	20.68	1749	-111.5	8.43	85.11	3.4	1.1	79.4	7.09	0.3	1.8
6/10/2017	11:00	20.83	1746	-112.3	8.44	22.43	3.6	1.2	81.2	7.23	0.3	1.8
6/10/2017	11:15	20.77	1747	-112	8.44	108.04	3.6	1.1	80.5	7.17	0.3	1.8
6/10/2017	11:30	20.95	1750	-112.3	8.44	24.08	3.6	1.1	80.4	7.14	0.3	1.8
6/10/2017	11:45	20.77	1748	-111.7	8.43	60.03	3.6	1.1	79.6	7.09	0.3	1.9
6/10/2017	12:00	20.68	1748	-111.5	8.43	20.47	3.4	1.1	79.6	7.11	0.3	1.9
6/10/2017	12:15	20.76	1748	-111.8	8.43	16.46	3.5	1.1	80.5	7.18	0.3	1.9
6/10/2017	12:30	21.05	1744	-112.3	8.44	13.68	3.5	1.1	81.1	7.19	0.3	1.9
6/10/2017	12:45	20.99	1749	-111.9	8.43	91.59	3.5	1.1	79.8	7.08	0.2	1.9
6/10/2017	13:00	20.75	1748	-111.8	8.43	25.64	3.5	1.1	78.9	7.03	0.3	1.9
6/10/2017	13:15	20.85	1747	-111.9	8.43	98.76	3.6	1.1	80.1	7.12	0.2	1.9
6/10/2017	13:30	22.12	1755	-113	8.45	14.03	3.1	1	84.2	7.31	0.3	1.9
6/10/2017	13:45	22.33	1758	-113	8.45	114.12	3.1	1	84.1	7.27	0.3	1.8
6/10/2017	14:00	22.14	1762	-112.8	8.44	11.71	3.5	1.1	83.7	7.26	0.3	1.9
6/10/2017	14:15	21.73	1762	-112.2	8.44	34.7	3.1	1	81.9	7.17	0.2	1.9
6/10/2017	14:30	21.78	1761	-112.4	8.44	13.41	3.2	1	81.9	7.15	0.3	1.9
6/10/2017	14:45	21.9	1769	-112.4	8.44	94.46	3.5	1.1	82.3	7.17	0.3	1.9
6/10/2017	15:00	21.62	1770	-111.9	8.43	13.78	3.3	1.1	81.3	7.12	0.2	1.9
6/10/2017	15:15	21.48	1775	-111.6	8.43	68.58	3.4	1.1	80.6	7.08	0.2	1.9
6/10/2017	15:30	21.42	1783	-111.3	8.42	15.14	3.6	1.1	80.3	7.07	0.3	1.8
6/10/2017	15:45	21.52	1789	-111.5	8.42	21.02	3.5	1.1	80.8	7.09	0.2	1.8
6/10/2017	16:00	21.59	1797	-111.7	8.43	10.66	3.4	1.1	81	7.1	0.3	1.8
6/10/2017	16:15	21.55	1811	-111.6	8.43	71.7	3.6	1.1	81	7.11	0.2	1.8
6/10/2017	16:30	21.47	1812	-111.5	8.42	23.2	3.6	1.1	80.5	7.07	0.3	1.8
6/10/2017	16:45	21.42	1821	-111.5	8.42	26.3	3.4	1.1	80.5	7.08	0.2	1.8
6/10/2017	17:00	21.32	1826	-111.3	8.42	14.48	3.8	1.2	79.8	7.04	0.2	1.6
6/10/2017	17:15	21.26	1826	-111.1	8.42	51.83	4	1.3	79.3	7	0.3	1.5
6/10/2017	17:30	21.23	1827	-111.1	8.42	9.75	4.1	1.3	79.3	7	0.4	1.4
6/10/2017	17:45	21.21	1827	-111.1	8.42	43.27	4.6	1.4	79.3	7.01	0.4	1.4
6/10/2017	18:00	21.2	1826	-111.2	8.42	23.6	4.5	1.4	79.3	7.01	0.4	1.4
6/10/2017	18:15	21.19	1827	-111.1	8.42	31.44	4.5	1.4	79.3	7.01	0.4	1.3
6/10/2017	18:30	21.18	1827	-111.2	8.42	18.99	4.4	1.4	79.4	7.01	0.4	1.3
6/10/2017	18:45	21.16	1827	-111.2	8.42	131.31	4.4	1.4	79.5	7.03	0.4	1.3
6/10/2017	19:00	21.15	1831	-111.3	8.42	23.64	4.5	1.4	79.7	7.04	0.4	1.3
6/10/2017	19:15	21.14	1836	-111.3	8.42	143.36	4.5	1.4	79.7	7.05	0.4	1.2
6/10/2017	19:30	21.12	1838	-111.3	8.42	32.73	4.6	1.4	79.6	7.04	0.5	1.1
6/10/2017	19:45	21.12	1836	-111.3	8.42	113.32	4.4	1.4	79.7	7.05	0.6	1.1
6/10/2017	20:00	21.1	1832	-111.3	8.42	27.55	5.1	1.5	79.6	7.05	0.5	1.1
6/10/2017	20:15	21.05	1826	-111.3	8.42	30.66	4.8	1.5	79.6	7.05	0.5	1.1
6/10/2017	20:30	21.05	1824	-111.2	8.42	17.2	4.7	1.4	79.5	7.04	0.6	1
6/10/2017	20:45	21.03	1820	-111.2	8.42	26.73	5	1.5	79.4	7.03	0.6	1
6/10/2017	21:00	21	1812	-111.2	8.42	19.63	5.3	1.6	79.2	7.02	0.6	1
6/10/2017	21:15	20.95	1802	-111.1	8.42	30.71	4.6	1.4	79.1	7.02	0.6	1
6/10/2017	21:30	20.91	1796	-111	8.42	16.65	5	1.5	78.9	7.01	0.6	1
6/10/2017	21:45	20.85	1791	-111	8.42	123.8	4.7	1.4	78.9	7.01	0.6	1.1
6/10/2017	22:00	20.86	1787	-111	8.42	16.67	5.4	1.6	78.7	7	0.5	1
6/10/2017	22:15	20.84	1784	-110.9	8.42	77.65	4.9	1.5	78.7	7.01	0.5	1.1
6/10/2017	22:30	20.81	1783	-111	8.42	18.9	4.9	1.5	78.7	7	0.5	1.1
6/10/2017	22:45	20.78	1780	-110.8	8.42	43.23	4.9	1.5	78.7	7.01	0.5	1.1
6/10/2017	23:00	20.73	1778	-111	8.42	26.53	4.6	1.4	78.7	7.01	0.5	1.1
6/10/2017	23:15	20.71	1774	-110.9	8.42	139.36	4.6	1.4	78.6	7.01	0.5	1.2
6/10/2017	23:30	20.7	1773	-111	8.42	22.5	4.1	1.3	78.5	7	0.5	1.2
6/10/2017	23:45	20.66	1772	-111	8.42	97.26	3.8	1.2	78.5	7.01	0.5	1.2
6/11/2017	0:00	20.65	1771	-111	8.42	26.14	4.2	1.3	78.4	7	0.4	1.2
6/11/2017	0:15	20.61	1769	-111	8.42	111.27	4.4	1.4	78.4	7	0.4	1.2
6/11/2017	0:30	20.59	1769	-111	8.42	30.25	4.4	1.4	78.3	7	0.4	1.3
6/11/2017	0:45	20.56	1770	-110.9	8.42	113.97	4.3	1.3	78.3	7	0.4	1.3
6/11/2017	1:00	20.53	1771	-111	8.42	30.07	4.2	1.3	78.3	7.01	0.4	1.3
6/11/2017	1:15	20.49	1773	-110.9	8.42	85.24	4.2	1.3	78.2	7.01	0.4	1.3
6/11/2017	1:30	20.47	1776	-110.9	8.42	31.08	4.2	1.3	78.1	7	0.5	1.3
6/11/2017	1:45	20.46	1777	-110.8	8.42	119.94	4.4	1.4	78	7	0.4	1.2
6/11/2017	2:00	20.42	1778	-110.9	8.42	24.33	3.7	1.2	78.1	7.01	0.4	1.3
6/11/2017	2:15	20.4	1777	-110.9	8.42	64.14	4.2	1.3	78.1	7.01	0.5	1.3
6/11/2017	2:30	20.39	1778	-111	8.42	28.16	4.2	1.3	78	7	0.4	1.3
6/11/2017	2:45	20.39	1776	-111	8.42	96.77	4.3	1.3	77.9	6.99	0.4	1.3
6/11/2017	3:00	20.36	1780	-111	8.42	36.03	4.1	1.3	77.8	6.99	0.4	1.4
6/11/2017	3:15	20.33	1784	-110.9	8.42	72.74	3.9	1.2	77.7	6.98	0.4	1.4
6/11/2017	3:30	20.31	1785	-110.9	8.42	25.7	4	1.3	77.6	6.97	0.4	1.4
6/11/2017	3:45	20.27	1791	-110.9	8.42	33.39	3.8	1.2	77.5	6.97	0.4	1.5
6/11/2017	4:00	20.24	1798	-110.9	8.42	20.33	3.8	1.2	77.5	6.98	0.4	1.5
6/11/2017	4:15	20.26	1810	-110.9	8.42	79.7	4	1.2	77.6	6.98	0.4	1.5
6/11/2017	4:30	20.23	1822	-111.1	8.42	26.73	3.8	1.2	77.7	7	0.3	1.6
6/11/2017	4:45	20.25	1826	-111.1	8.42	66.63	3.6	1.1	77.5	6.98	0.4	1.6
6/11/2017	5:00	20.23	1831	-111	8.42	28.59	3.5	1.1	77.5	6.98	0.3	1.6
6/11/2017	5:15	20.25	1838	-111	8.42	68.16	3.8	1.2	77.2	6.95	0.3	1.6
6/11/2017	5:30	20.21	1848	-111.1	8.42	25.93	3.5	1.1	77.4	6.97	0.3	1.7
6/11/2017	5:45	20.19	1855	-110.9	8.42	79.13	3.4	1.1	77.4	6.98	0.3	1.7
6/11/2017	6:00	20.16	1860	-111	8.42	19.16	3.5	1.1	77.4	6.98	0.3	1.7
6/11/2017	6:15	20.15	1863	-110.9	8.42	91.08	3.5	1.1	77.4	6.97	0.3	1.7
6/11/2017	6:30	20.08	1861	-111	8.42	27.06	3.2	1	77.3	6.98	0.3	1.8
6/11/2017	6:45	20.13	1868	-110.8	8.42	100.73	3.4	1.1	76.9	6.93	0.3	1.7
6/11/2017	7:00	20.12	1869	-110.8	8.42	33.57	3.4	1.1	76.7	6.92	0.3	1.7
6/11/2017	7:15	20.11	1871	-110.8	8.42	117.93	3.6	1.1	76.7	6.92	0.3	1.7
6/11/2017	7:30	20.08	1874	-111	8.42	15.56	3.1	1	76.9	6.95	0.3	1.8
6/11/2017	7:45	20.07	1882	-110.9	8.42	66.54	3.1	1	77.1	6.96	0.3	1.7
6/11/2017	8:00	20.05	1882	-111	8.42	28.2	3	1	77.2	6.97	0.3	1.8
6/11/2017	8:15	20.05	1887	-110.8	8.42	68.11	3.1	1	77	6.95	0.3	1.8
6/11/2017	8:30	20.06	1887	-111	8.42	31.55	2.9	1	77.2	6.98	0.3	1.8
6/11/2017	8:45	20.06	1889	-111	8.42	24.96	2.8	0.9	77.2	6.97	0.3	1.8
6/11/2017	9:00	20.07	1891	-111	8.42	15.76	3	1	77.3	6.98	0.3	1.8
